ZIP_CODE,Positive,Negative,Probable,date
15521,256,0,172,2022-07-15
15522,1948,0,873,2022-07-15
15530,944,0,357,2022-07-15
15531,614,0,281,2022-07-15
15533,186,0,110,2022-07-15
15534,104,0,90,2022-07-15
15535,294,0,120,2022-07-15
15536,55,0,33,2022-07-15
15537,1275,0,558,2022-07-15
15538,97,0,49,2022-07-15
15539,105,0,55,2022-07-15
15541,597,0,229,2022-07-15
15542,233,0,78,2022-07-15
15545,426,0,223,2022-07-15
15546,58,0,26,2022-07-15
15550,237,0,138,2022-07-15
15552,1240,0,293,2022-07-15
15554,298,0,260,2022-07-15
15555,12,0,10,2022-07-15
15558,307,0,64,2022-07-15
15559,284,0,202,2022-07-15
15562,29,0,7,2022-07-15
15563,458,0,242,2022-07-15
15564,20,0,10,2022-07-15
15705,93,0,96,2022-07-15
15711,66,0,19,2022-07-15
15714,997,0,434,2022-07-15
15716,101,0,43,2022-07-15
15720,28,0,10,2022-07-15
15721,26,0,7,2022-07-15
15722,389,0,176,2022-07-15
15724,346,0,145,2022-07-15
15728,500,0,282,2022-07-15
15729,201,0,78,2022-07-15
15730,11,0,6,2022-07-15
15739,78,0,37,2022-07-15
15742,187,0,53,2022-07-15
15744,13,0,10,2022-07-15
15750,36,0,15,2022-07-15
15753,55,0,28,2022-07-15
15757,235,0,98,2022-07-15
15758,5,0,0,2022-07-15
15759,410,0,136,2022-07-15
15760,27,0,6,2022-07-15
15762,137,0,77,2022-07-15
15763,-1,0,-1,2022-07-15
15764,12,0,-1,2022-07-15
15765,238,0,85,2022-07-15
15767,2017,0,725,2022-07-15
15770,24,0,9,2022-07-15
15771,127,0,46,2022-07-15
15772,219,0,73,2022-07-15
15773,112,0,38,2022-07-15
15775,-1,0,0,2022-07-15
15776,11,0,5,2022-07-15
15777,20,0,13,2022-07-15
15778,31,0,13,2022-07-15
15780,31,0,-1,2022-07-15
15784,23,0,6,2022-07-15
15801,2816,0,1978,2022-07-15
15821,22,0,6,2022-07-15
15823,144,0,111,2022-07-15
15824,618,0,491,2022-07-15
15825,1640,0,642,2022-07-15
15827,39,0,23,2022-07-15
15828,37,0,8,2022-07-15
15829,198,0,65,2022-07-15
15832,27,0,9,2022-07-15
15834,529,0,242,2022-07-15
15840,226,0,151,2022-07-15
15845,420,0,254,2022-07-15
15846,400,0,311,2022-07-15
15848,119,0,108,2022-07-15
15849,177,0,115,2022-07-15
15851,792,0,562,2022-07-15
15853,966,0,540,2022-07-15
15856,98,0,63,2022-07-15
15857,1737,0,1477,2022-07-15
15860,182,0,53,2022-07-15
15861,18,0,5,2022-07-15
15864,311,0,101,2022-07-15
15865,161,0,128,2022-07-15
15866,14,0,23,2022-07-15
15868,213,0,163,2022-07-15
15870,144,0,95,2022-07-15
15901,675,0,200,2022-07-15
