ZIP_CODE,Positive,Negative,Probable,date
15521,280,0,189,2023-01-30
15522,2157,0,966,2023-01-30
15530,1005,0,408,2023-01-30
15531,675,0,327,2023-01-30
15533,209,0,121,2023-01-30
15534,112,0,92,2023-01-30
15535,350,0,128,2023-01-30
15536,65,0,38,2023-01-30
15537,1427,0,628,2023-01-30
15538,109,0,54,2023-01-30
15539,113,0,58,2023-01-30
15541,656,0,256,2023-01-30
15542,247,0,82,2023-01-30
15545,477,0,265,2023-01-30
15546,64,0,28,2023-01-30
15550,261,0,160,2023-01-30
15552,1315,0,359,2023-01-30
15554,340,0,280,2023-01-30
15555,15,0,11,2023-01-30
15558,337,0,81,2023-01-30
15559,327,0,217,2023-01-30
15562,32,0,8,2023-01-30
15563,516,0,280,2023-01-30
15564,23,0,10,2023-01-30
15705,107,0,123,2023-01-30
15711,74,0,22,2023-01-30
15714,1127,0,537,2023-01-30
15716,119,0,57,2023-01-30
15720,29,0,14,2023-01-30
15721,27,0,7,2023-01-30
15722,435,0,202,2023-01-30
15724,388,0,175,2023-01-30
15728,548,0,340,2023-01-30
15729,227,0,108,2023-01-30
15730,12,0,6,2023-01-30
15739,87,0,45,2023-01-30
15742,197,0,69,2023-01-30
15744,15,0,12,2023-01-30
15750,46,0,15,2023-01-30
15753,62,0,31,2023-01-30
15757,267,0,116,2023-01-30
15758,5,0,-1,2023-01-30
15759,444,0,166,2023-01-30
15760,28,0,8,2023-01-30
15762,144,0,88,2023-01-30
15763,-1,0,-1,2023-01-30
15764,14,0,-1,2023-01-30
15765,256,0,108,2023-01-30
15767,2337,0,815,2023-01-30
15770,30,0,11,2023-01-30
15771,140,0,55,2023-01-30
15772,272,0,89,2023-01-30
15773,125,0,46,2023-01-30
15775,-1,0,-1,2023-01-30
15776,13,0,5,2023-01-30
15777,22,0,15,2023-01-30
15778,35,0,13,2023-01-30
15780,35,0,6,2023-01-30
15784,27,0,6,2023-01-30
15801,3524,0,2123,2023-01-30
15821,25,0,6,2023-01-30
15823,175,0,116,2023-01-30
15824,740,0,514,2023-01-30
15825,1936,0,686,2023-01-30
15827,46,0,26,2023-01-30
15828,53,0,8,2023-01-30
15829,238,0,63,2023-01-30
15832,33,0,11,2023-01-30
15834,613,0,285,2023-01-30
15840,289,0,161,2023-01-30
15845,494,0,277,2023-01-30
15846,492,0,342,2023-01-30
15848,148,0,145,2023-01-30
15849,233,0,118,2023-01-30
15851,985,0,604,2023-01-30
15853,1111,0,567,2023-01-30
15856,121,0,65,2023-01-30
15857,2015,0,1617,2023-01-30
15860,208,0,57,2023-01-30
15861,20,0,5,2023-01-30
15864,353,0,100,2023-01-30
15865,212,0,136,2023-01-30
15866,22,0,24,2023-01-30
15868,245,0,166,2023-01-30
15870,161,0,99,2023-01-30
15901,767,0,265,2023-01-30
15902,2355,0,1060,2023-01-30
15904,3257,0,1787,2023-01-30
15905,4060,0,2422,2023-01-30
15906,2046,0,1122,2023-01-30
15909,1068,0,512,2023-01-30
15920,201,0,68,2023-01-30
15924,175,0,116,2023-01-30
15926,453,0,266,2023-01-30
15927,231,0,123,2023-01-30
15928,349,0,296,2023-01-30
15931,1967,0,984,2023-01-30
15934,47,0,51,2023-01-30
15935,467,0,304,2023-01-30
15936,299,0,187,2023-01-30
15938,532,0,253,2023-01-30
15940,872,0,576,2023-01-30
15942,338,0,237,2023-01-30
15943,712,0,485,2023-01-30
15944,563,0,250,2023-01-30
15945,52,0,23,2023-01-30
15946,1298,0,695,2023-01-30
15949,191,0,60,2023-01-30
